"t" "L1_cat" "L2_cat" "count"
-1298 "EF" "EFTF" 1
-1298 "EF" "EFSS" 0
-1298 "EDPM" "TCEM" 4
-1297 "EF" "EFTF" 0
-1297 "EF" "EFSS" 0
-1297 "EDPM" "TCEM" 7
-1296 "EF" "EFTF" 0
-1296 "EF" "EFSS" 0
-1296 "EDPM" "TCEM" 1
-1295 "EF" "EFTF" 2
-1295 "EF" "EFSS" 0
-1295 "EDPM" "TCEM" 7
-1294 "EF" "EFTF" 0
-1294 "EF" "EFSS" 0
-1294 "EDPM" "TCEM" 5
-1293 "EF" "EFTF" 0
-1293 "EF" "EFSS" 0
-1293 "EDPM" "TCEM" 8
-1292 "EF" "EFTF" 0
-1292 "EF" "EFSS" 0
-1292 "EDPM" "TCEM" 6
-1291 "EF" "EFTF" 0
-1291 "EF" "EFSS" 0
-1291 "EDPM" "TCEM" 6
-1290 "EF" "EFTF" 1
-1290 "EF" "EFSS" 1
-1290 "EDPM" "TCEM" 6
-1289 "EF" "EFTF" 1
-1289 "EF" "EFSS" 1
-1289 "EDPM" "TCEM" 11
-1288 "EF" "EFTF" 1
-1288 "EF" "EFSS" 1
-1288 "EDPM" "TCEM" 8
-1287 "EF" "EFTF" 0
-1287 "EF" "EFSS" 1
-1287 "EDPM" "TCEM" 2
-1286 "EF" "EFTF" 2
-1286 "EF" "EFSS" 0
-1286 "EDPM" "TCEM" 6
-1285 "EF" "EFTF" 0
-1285 "EF" "EFSS" 0
-1285 "EDPM" "TCEM" 2
-1284 "EF" "EFTF" 0
-1284 "EF" "EFSS" 0
-1284 "EDPM" "TCEM" 5
-1283 "EF" "EFTF" 0
-1283 "EF" "EFSS" 1
-1283 "EDPM" "TCEM" 6
-1282 "EF" "EFTF" 1
-1282 "EF" "EFSS" 2
-1282 "EDPM" "TCEM" 6
-1281 "EF" "EFTF" 2
-1281 "EF" "EFSS" 2
-1281 "EDPM" "TCEM" 8
-1280 "EF" "EFTF" 0
-1280 "EF" "EFSS" 0
-1280 "EDPM" "TCEM" 4
-1279 "EF" "EFTF" 0
-1279 "EF" "EFSS" 0
-1279 "EDPM" "TCEM" 9
-1278 "EF" "EFTF" 0
-1278 "EF" "EFSS" 0
-1278 "EDPM" "TCEM" 3
-1277 "EF" "EFTF" 2
-1277 "EF" "EFSS" 2
-1277 "EDPM" "TCEM" 5
-1276 "EF" "EFTF" 1
-1276 "EF" "EFSS" 2
-1276 "EDPM" "TCEM" 8
-1275 "EF" "EFTF" 0
-1275 "EF" "EFSS" 0
-1275 "EDPM" "TCEM" 6
-1274 "EF" "EFTF" 1
-1274 "EF" "EFSS" 0
-1274 "EDPM" "TCEM" 6
-1273 "EF" "EFTF" 1
-1273 "EF" "EFSS" 1
-1273 "EDPM" "TCEM" 8
-1272 "EF" "EFTF" 0
-1272 "EF" "EFSS" 0
-1272 "EDPM" "TCEM" 4
-1271 "EF" "EFTF" 1
-1271 "EF" "EFSS" 0
-1271 "EDPM" "TCEM" 4
-1270 "EF" "EFTF" 0
-1270 "EF" "EFSS" 1
-1270 "EDPM" "TCEM" 5
-1269 "EF" "EFTF" 0
-1269 "EF" "EFSS" 1
-1269 "EDPM" "TCEM" 4
-1268 "EF" "EFTF" 1
-1268 "EF" "EFSS" 0
-1268 "EDPM" "TCEM" 3
-1267 "EF" "EFTF" 0
-1267 "EF" "EFSS" 0
-1267 "EDPM" "TCEM" 4
-1266 "EF" "EFTF" 1
-1266 "EF" "EFSS" 2
-1266 "EDPM" "TCEM" 7
-1265 "EF" "EFTF" 0
-1265 "EF" "EFSS" 0
-1265 "EDPM" "TCEM" 6
-1264 "EF" "EFTF" 2
-1264 "EF" "EFSS" 0
-1264 "EDPM" "TCEM" 4
-1263 "EF" "EFTF" 0
-1263 "EF" "EFSS" 1
-1263 "EDPM" "TCEM" 1
-1262 "EF" "EFTF" 1
-1262 "EF" "EFSS" 1
-1262 "EDPM" "TCEM" 4
-1261 "EF" "EFTF" 1
-1261 "EF" "EFSS" 0
-1261 "EDPM" "TCEM" 4
-1260 "EF" "EFTF" 0
-1260 "EF" "EFSS" 0
-1260 "EDPM" "TCEM" 7
-1259 "EF" "EFTF" 2
-1259 "EF" "EFSS" 1
-1259 "EDPM" "TCEM" 8
-1258 "EF" "EFTF" 0
-1258 "EF" "EFSS" 1
-1258 "EDPM" "TCEM" 8
-1257 "EF" "EFTF" 1
-1257 "EF" "EFSS" 3
-1257 "EDPM" "TCEM" 12
-1256 "EF" "EFTF" 0
-1256 "EF" "EFSS" 1
-1256 "EDPM" "TCEM" 8
-1255 "EF" "EFTF" 1
-1255 "EF" "EFSS" 2
-1255 "EDPM" "TCEM" 5
-1254 "EF" "EFTF" 0
-1254 "EF" "EFSS" 0
-1254 "EDPM" "TCEM" 4
-1253 "EF" "EFTF" 0
-1253 "EF" "EFSS" 0
-1253 "EDPM" "TCEM" 6
-1252 "EF" "EFTF" 0
-1252 "EF" "EFSS" 0
-1252 "EDPM" "TCEM" 8
-1251 "EF" "EFTF" 1
-1251 "EF" "EFSS" 1
-1251 "EDPM" "TCEM" 3
-1250 "EF" "EFTF" 0
-1250 "EF" "EFSS" 1
-1250 "EDPM" "TCEM" 6
-1249 "EF" "EFTF" 0
-1249 "EF" "EFSS" 0
-1249 "EDPM" "TCEM" 3
-1248 "EF" "EFTF" 1
-1248 "EF" "EFSS" 2
-1248 "EDPM" "TCEM" 8
-1247 "EF" "EFTF" 0
-1247 "EF" "EFSS" 0
-1247 "EDPM" "TCEM" 7
-1246 "EF" "EFTF" 0
-1246 "EF" "EFSS" 0
-1246 "EDPM" "TCEM" 2
-1245 "EF" "EFTF" 1
-1245 "EF" "EFSS" 1
-1245 "EDPM" "TCEM" 4
-1244 "EF" "EFTF" 1
-1244 "EF" "EFSS" 0
-1244 "EDPM" "TCEM" 6
-1243 "EF" "EFTF" 0
-1243 "EF" "EFSS" 0
-1243 "EDPM" "TCEM" 11
-1242 "EF" "EFTF" 1
-1242 "EF" "EFSS" 0
-1242 "EDPM" "TCEM" 3
-1241 "EF" "EFTF" 0
-1241 "EF" "EFSS" 0
-1241 "EDPM" "TCEM" 9
-1240 "EF" "EFTF" 0
-1240 "EF" "EFSS" 0
-1240 "EDPM" "TCEM" 3
-1239 "EF" "EFTF" 0
-1239 "EF" "EFSS" 1
-1239 "EDPM" "TCEM" 5
-1238 "EF" "EFTF" 2
-1238 "EF" "EFSS" 3
-1238 "EDPM" "TCEM" 10
-1237 "EF" "EFTF" 0
-1237 "EF" "EFSS" 0
-1237 "EDPM" "TCEM" 4
-1236 "EF" "EFTF" 0
-1236 "EF" "EFSS" 1
-1236 "EDPM" "TCEM" 5
-1235 "EF" "EFTF" 0
-1235 "EF" "EFSS" 1
-1235 "EDPM" "TCEM" 8
-1234 "EF" "EFTF" 1
-1234 "EF" "EFSS" 0
-1234 "EDPM" "TCEM" 4
-1233 "EF" "EFTF" 2
-1233 "EF" "EFSS" 2
-1233 "EDPM" "TCEM" 2
-1232 "EF" "EFTF" 0
-1232 "EF" "EFSS" 1
-1232 "EDPM" "TCEM" 4
-1231 "EF" "EFTF" 0
-1231 "EF" "EFSS" 0
-1231 "EDPM" "TCEM" 8
-1230 "EF" "EFTF" 0
-1230 "EF" "EFSS" 1
-1230 "EDPM" "TCEM" 4
-1229 "EF" "EFTF" 0
-1229 "EF" "EFSS" 1
-1229 "EDPM" "TCEM" 9
-1228 "EF" "EFTF" 0
-1228 "EF" "EFSS" 0
-1228 "EDPM" "TCEM" 6
-1227 "EF" "EFTF" 2
-1227 "EF" "EFSS" 1
-1227 "EDPM" "TCEM" 3
-1226 "EF" "EFTF" 1
-1226 "EF" "EFSS" 0
-1226 "EDPM" "TCEM" 7
-1225 "EF" "EFTF" 0
-1225 "EF" "EFSS" 1
-1225 "EDPM" "TCEM" 6
-1224 "EF" "EFTF" 0
-1224 "EF" "EFSS" 1
-1224 "EDPM" "TCEM" 4
-1223 "EF" "EFTF" 0
-1223 "EF" "EFSS" 2
-1223 "EDPM" "TCEM" 8
-1222 "EF" "EFTF" 0
-1222 "EF" "EFSS" 0
-1222 "EDPM" "TCEM" 4
-1221 "EF" "EFTF" 1
-1221 "EF" "EFSS" 0
-1221 "EDPM" "TCEM" 7
-1220 "EF" "EFTF" 1
-1220 "EF" "EFSS" 0
-1220 "EDPM" "TCEM" 3
-1219 "EF" "EFTF" 1
-1219 "EF" "EFSS" 0
-1219 "EDPM" "TCEM" 9
-1218 "EF" "EFTF" 0
-1218 "EF" "EFSS" 2
-1218 "EDPM" "TCEM" 4
-1217 "EF" "EFTF" 0
-1217 "EF" "EFSS" 0
-1217 "EDPM" "TCEM" 5
-1216 "EF" "EFTF" 2
-1216 "EF" "EFSS" 1
-1216 "EDPM" "TCEM" 7
-1215 "EF" "EFTF" 2
-1215 "EF" "EFSS" 1
-1215 "EDPM" "TCEM" 7
-1214 "EF" "EFTF" 0
-1214 "EF" "EFSS" 0
-1214 "EDPM" "TCEM" 1
-1213 "EF" "EFTF" 0
-1213 "EF" "EFSS" 0
-1213 "EDPM" "TCEM" 4
-1212 "EF" "EFTF" 1
-1212 "EF" "EFSS" 1
-1212 "EDPM" "TCEM" 3
-1211 "EF" "EFTF" 2
-1211 "EF" "EFSS" 0
-1211 "EDPM" "TCEM" 7
-1210 "EF" "EFTF" 0
-1210 "EF" "EFSS" 0
-1210 "EDPM" "TCEM" 4
-1209 "EF" "EFTF" 1
-1209 "EF" "EFSS" 2
-1209 "EDPM" "TCEM" 11
-1208 "EF" "EFTF" 1
-1208 "EF" "EFSS" 0
-1208 "EDPM" "TCEM" 5
-1207 "EF" "EFTF" 1
-1207 "EF" "EFSS" 1
-1207 "EDPM" "TCEM" 6
-1206 "EF" "EFTF" 1
-1206 "EF" "EFSS" 0
-1206 "EDPM" "TCEM" 7
-1205 "EF" "EFTF" 0
-1205 "EF" "EFSS" 1
-1205 "EDPM" "TCEM" 5
-1204 "EF" "EFTF" 1
-1204 "EF" "EFSS" 0
-1204 "EDPM" "TCEM" 7
-1203 "EF" "EFTF" 0
-1203 "EF" "EFSS" 1
-1203 "EDPM" "TCEM" 12
-1202 "EF" "EFTF" 0
-1202 "EF" "EFSS" 0
-1202 "EDPM" "TCEM" 6
-1201 "EF" "EFTF" 0
-1201 "EF" "EFSS" 0
-1201 "EDPM" "TCEM" 8
-1200 "EF" "EFTF" 1
-1200 "EF" "EFSS" 0
-1200 "EDPM" "TCEM" 7
-1199 "EF" "EFTF" 0
-1199 "EF" "EFSS" 0
-1199 "EDPM" "TCEM" 6
-1198 "EF" "EFTF" 2
-1198 "EF" "EFSS" 1
-1198 "EDPM" "TCEM" 9
-1197 "EF" "EFTF" 1
-1197 "EF" "EFSS" 1
-1197 "EDPM" "TCEM" 7
-1196 "EF" "EFTF" 0
-1196 "EF" "EFSS" 0
-1196 "EDPM" "TCEM" 4
-1195 "EF" "EFTF" 0
-1195 "EF" "EFSS" 1
-1195 "EDPM" "TCEM" 5
-1194 "EF" "EFTF" 0
-1194 "EF" "EFSS" 0
-1194 "EDPM" "TCEM" 6
-1193 "EF" "EFTF" 1
-1193 "EF" "EFSS" 1
-1193 "EDPM" "TCEM" 6
-1192 "EF" "EFTF" 0
-1192 "EF" "EFSS" 0
-1192 "EDPM" "TCEM" 5
-1191 "EF" "EFTF" 0
-1191 "EF" "EFSS" 1
-1191 "EDPM" "TCEM" 3
-1190 "EF" "EFTF" 0
-1190 "EF" "EFSS" 1
-1190 "EDPM" "TCEM" 7
-1189 "EF" "EFTF" 0
-1189 "EF" "EFSS" 0
-1189 "EDPM" "TCEM" 3
-1188 "EF" "EFTF" 0
-1188 "EF" "EFSS" 1
-1188 "EDPM" "TCEM" 6
-1187 "EF" "EFTF" 0
-1187 "EF" "EFSS" 0
-1187 "EDPM" "TCEM" 5
-1186 "EF" "EFTF" 0
-1186 "EF" "EFSS" 0
-1186 "EDPM" "TCEM" 8
-1185 "EF" "EFTF" 1
-1185 "EF" "EFSS" 0
-1185 "EDPM" "TCEM" 9
-1184 "EF" "EFTF" 2
-1184 "EF" "EFSS" 0
-1184 "EDPM" "TCEM" 11
-1183 "EF" "EFTF" 0
-1183 "EF" "EFSS" 0
-1183 "EDPM" "TCEM" 4
-1182 "EF" "EFTF" 1
-1182 "EF" "EFSS" 1
-1182 "EDPM" "TCEM" 7
-1181 "EF" "EFTF" 0
-1181 "EF" "EFSS" 0
-1181 "EDPM" "TCEM" 5
-1180 "EF" "EFTF" 0
-1180 "EF" "EFSS" 0
-1180 "EDPM" "TCEM" 6
-1179 "EF" "EFTF" 0
-1179 "EF" "EFSS" 0
-1179 "EDPM" "TCEM" 7
-1178 "EF" "EFTF" 0
-1178 "EF" "EFSS" 0
-1178 "EDPM" "TCEM" 5
-1177 "EF" "EFTF" 0
-1177 "EF" "EFSS" 0
-1177 "EDPM" "TCEM" 6
-1176 "EF" "EFTF" 0
-1176 "EF" "EFSS" 0
-1176 "EDPM" "TCEM" 5
-1175 "EF" "EFTF" 0
-1175 "EF" "EFSS" 1
-1175 "EDPM" "TCEM" 9
-1174 "EF" "EFTF" 0
-1174 "EF" "EFSS" 0
-1174 "EDPM" "TCEM" 6
-1173 "EF" "EFTF" 0
-1173 "EF" "EFSS" 0
-1173 "EDPM" "TCEM" 7
-1172 "EF" "EFTF" 1
-1172 "EF" "EFSS" 1
-1172 "EDPM" "TCEM" 10
-1171 "EF" "EFTF" 0
-1171 "EF" "EFSS" 0
-1171 "EDPM" "TCEM" 5
-1170 "EF" "EFTF" 1
-1170 "EF" "EFSS" 1
-1170 "EDPM" "TCEM" 2
-1169 "EF" "EFTF" 2
-1169 "EF" "EFSS" 1
-1169 "EDPM" "TCEM" 8
-1168 "EF" "EFTF" 0
-1168 "EF" "EFSS" 0
-1168 "EDPM" "TCEM" 6
-1167 "EF" "EFTF" 0
-1167 "EF" "EFSS" 0
-1167 "EDPM" "TCEM" 5
-1166 "EF" "EFTF" 0
-1166 "EF" "EFSS" 1
-1166 "EDPM" "TCEM" 6
-1165 "EF" "EFTF" 1
-1165 "EF" "EFSS" 2
-1165 "EDPM" "TCEM" 6
-1164 "EF" "EFTF" 0
-1164 "EF" "EFSS" 1
-1164 "EDPM" "TCEM" 4
-1163 "EF" "EFTF" 0
-1163 "EF" "EFSS" 0
-1163 "EDPM" "TCEM" 8
-1162 "EF" "EFTF" 0
-1162 "EF" "EFSS" 0
-1162 "EDPM" "TCEM" 5
-1161 "EF" "EFTF" 0
-1161 "EF" "EFSS" 0
-1161 "EDPM" "TCEM" 6
-1160 "EF" "EFTF" 0
-1160 "EF" "EFSS" 0
-1160 "EDPM" "TCEM" 8
-1159 "EF" "EFTF" 0
-1159 "EF" "EFSS" 0
-1159 "EDPM" "TCEM" 8
-1158 "EF" "EFTF" 1
-1158 "EF" "EFSS" 1
-1158 "EDPM" "TCEM" 4
-1157 "EF" "EFTF" 2
-1157 "EF" "EFSS" 0
-1157 "EDPM" "TCEM" 6
-1156 "EF" "EFTF" 0
-1156 "EF" "EFSS" 0
-1156 "EDPM" "TCEM" 5
-1155 "EF" "EFTF" 0
-1155 "EF" "EFSS" 0
-1155 "EDPM" "TCEM" 3
-1154 "EF" "EFTF" 2
-1154 "EF" "EFSS" 0
-1154 "EDPM" "TCEM" 10
-1153 "EF" "EFTF" 2
-1153 "EF" "EFSS" 1
-1153 "EDPM" "TCEM" 5
-1152 "EF" "EFTF" 0
-1152 "EF" "EFSS" 0
-1152 "EDPM" "TCEM" 3
-1151 "EF" "EFTF" 0
-1151 "EF" "EFSS" 0
-1151 "EDPM" "TCEM" 4
-1150 "EF" "EFTF" 0
-1150 "EF" "EFSS" 0
-1150 "EDPM" "TCEM" 5
-1149 "EF" "EFTF" 1
-1149 "EF" "EFSS" 1
-1149 "EDPM" "TCEM" 5
-1148 "EF" "EFTF" 1
-1148 "EF" "EFSS" 2
-1148 "EDPM" "TCEM" 9
-1147 "EF" "EFTF" 0
-1147 "EF" "EFSS" 0
-1147 "EDPM" "TCEM" 4
-1146 "EF" "EFTF" 1
-1146 "EF" "EFSS" 0
-1146 "EDPM" "TCEM" 6
-1145 "EF" "EFTF" 1
-1145 "EF" "EFSS" 1
-1145 "EDPM" "TCEM" 10
-1144 "EF" "EFTF" 0
-1144 "EF" "EFSS" 0
-1144 "EDPM" "TCEM" 5
-1143 "EF" "EFTF" 0
-1143 "EF" "EFSS" 2
-1143 "EDPM" "TCEM" 11
-1142 "EF" "EFTF" 3
-1142 "EF" "EFSS" 1
-1142 "EDPM" "TCEM" 6
-1141 "EF" "EFTF" 3
-1141 "EF" "EFSS" 2
-1141 "EDPM" "TCEM" 11
-1140 "EF" "EFTF" 1
-1140 "EF" "EFSS" 0
-1140 "EDPM" "TCEM" 9
-1139 "EF" "EFTF" 0
-1139 "EF" "EFSS" 0
-1139 "EDPM" "TCEM" 2
-1138 "EF" "EFTF" 2
-1138 "EF" "EFSS" 1
-1138 "EDPM" "TCEM" 9
-1137 "EF" "EFTF" 1
-1137 "EF" "EFSS" 2
-1137 "EDPM" "TCEM" 4
-1136 "EF" "EFTF" 0
-1136 "EF" "EFSS" 0
-1136 "EDPM" "TCEM" 7
-1135 "EF" "EFTF" 0
-1135 "EF" "EFSS" 0
-1135 "EDPM" "TCEM" 8
-1134 "EF" "EFTF" 1
-1134 "EF" "EFSS" 0
-1134 "EDPM" "TCEM" 7
-1133 "EF" "EFTF" 0
-1133 "EF" "EFSS" 0
-1133 "EDPM" "TCEM" 3
-1132 "EF" "EFTF" 1
-1132 "EF" "EFSS" 1
-1132 "EDPM" "TCEM" 4
-1131 "EF" "EFTF" 2
-1131 "EF" "EFSS" 1
-1131 "EDPM" "TCEM" 12
-1130 "EF" "EFTF" 1
-1130 "EF" "EFSS" 0
-1130 "EDPM" "TCEM" 1
-1129 "EF" "EFTF" 0
-1129 "EF" "EFSS" 0
-1129 "EDPM" "TCEM" 9
-1128 "EF" "EFTF" 1
-1128 "EF" "EFSS" 2
-1128 "EDPM" "TCEM" 7
-1127 "EF" "EFTF" 0
-1127 "EF" "EFSS" 1
-1127 "EDPM" "TCEM" 7
-1126 "EF" "EFTF" 1
-1126 "EF" "EFSS" 1
-1126 "EDPM" "TCEM" 4
-1125 "EF" "EFTF" 0
-1125 "EF" "EFSS" 0
-1125 "EDPM" "TCEM" 9
-1124 "EF" "EFTF" 0
-1124 "EF" "EFSS" 0
-1124 "EDPM" "TCEM" 2
-1123 "EF" "EFTF" 0
-1123 "EF" "EFSS" 0
-1123 "EDPM" "TCEM" 4
-1122 "EF" "EFTF" 1
-1122 "EF" "EFSS" 1
-1122 "EDPM" "TCEM" 5
-1121 "EF" "EFTF" 1
-1121 "EF" "EFSS" 1
-1121 "EDPM" "TCEM" 10
-1120 "EF" "EFTF" 1
-1120 "EF" "EFSS" 0
-1120 "EDPM" "TCEM" 1
-1119 "EF" "EFTF" 0
-1119 "EF" "EFSS" 0
-1119 "EDPM" "TCEM" 3
-1118 "EF" "EFTF" 1
-1118 "EF" "EFSS" 1
-1118 "EDPM" "TCEM" 8
-1117 "EF" "EFTF" 0
-1117 "EF" "EFSS" 0
-1117 "EDPM" "TCEM" 5
-1116 "EF" "EFTF" 0
-1116 "EF" "EFSS" 0
-1116 "EDPM" "TCEM" 7
-1115 "EF" "EFTF" 1
-1115 "EF" "EFSS" 0
-1115 "EDPM" "TCEM" 7
-1114 "EF" "EFTF" 1
-1114 "EF" "EFSS" 1
-1114 "EDPM" "TCEM" 6
-1113 "EF" "EFTF" 1
-1113 "EF" "EFSS" 0
-1113 "EDPM" "TCEM" 4
-1112 "EF" "EFTF" 0
-1112 "EF" "EFSS" 0
-1112 "EDPM" "TCEM" 5
-1111 "EF" "EFTF" 0
-1111 "EF" "EFSS" 1
-1111 "EDPM" "TCEM" 6
-1110 "EF" "EFTF" 0
-1110 "EF" "EFSS" 0
-1110 "EDPM" "TCEM" 12
-1109 "EF" "EFTF" 1
-1109 "EF" "EFSS" 1
-1109 "EDPM" "TCEM" 6
-1108 "EF" "EFTF" 1
-1108 "EF" "EFSS" 0
-1108 "EDPM" "TCEM" 6
-1107 "EF" "EFTF" 0
-1107 "EF" "EFSS" 0
-1107 "EDPM" "TCEM" 7
-1106 "EF" "EFTF" 1
-1106 "EF" "EFSS" 2
-1106 "EDPM" "TCEM" 6
-1105 "EF" "EFTF" 0
-1105 "EF" "EFSS" 0
-1105 "EDPM" "TCEM" 7
-1104 "EF" "EFTF" 1
-1104 "EF" "EFSS" 0
-1104 "EDPM" "TCEM" 6
-1103 "EF" "EFTF" 0
-1103 "EF" "EFSS" 0
-1103 "EDPM" "TCEM" 7
-1102 "EF" "EFTF" 1
-1102 "EF" "EFSS" 0
-1102 "EDPM" "TCEM" 8
-1101 "EF" "EFTF" 1
-1101 "EF" "EFSS" 0
-1101 "EDPM" "TCEM" 12
-1100 "EF" "EFTF" 0
-1100 "EF" "EFSS" 1
-1100 "EDPM" "TCEM" 5
-1099 "EF" "EFTF" 1
-1099 "EF" "EFSS" 1
-1099 "EDPM" "TCEM" 6
-1098 "EF" "EFTF" 0
-1098 "EF" "EFSS" 0
-1098 "EDPM" "TCEM" 7
-1097 "EF" "EFTF" 1
-1097 "EF" "EFSS" 0
-1097 "EDPM" "TCEM" 6
-1096 "EF" "EFTF" 0
-1096 "EF" "EFSS" 1
-1096 "EDPM" "TCEM" 5
-1095 "EF" "EFTF" 0
-1095 "EF" "EFSS" 1
-1095 "EDPM" "TCEM" 10
-1094 "EF" "EFTF" 1
-1094 "EF" "EFSS" 0
-1094 "EDPM" "TCEM" 7
-1093 "EF" "EFTF" 0
-1093 "EF" "EFSS" 0
-1093 "EDPM" "TCEM" 2
-1092 "EF" "EFTF" 1
-1092 "EF" "EFSS" 2
-1092 "EDPM" "TCEM" 8
-1091 "EF" "EFTF" 0
-1091 "EF" "EFSS" 1
-1091 "EDPM" "TCEM" 7
-1090 "EF" "EFTF" 0
-1090 "EF" "EFSS" 0
-1090 "EDPM" "TCEM" 2
-1089 "EF" "EFTF" 0
-1089 "EF" "EFSS" 1
-1089 "EDPM" "TCEM" 5
-1088 "EF" "EFTF" 1
-1088 "EF" "EFSS" 0
-1088 "EDPM" "TCEM" 4
-1087 "EF" "EFTF" 0
-1087 "EF" "EFSS" 0
-1087 "EDPM" "TCEM" 6
-1086 "EF" "EFTF" 0
-1086 "EF" "EFSS" 0
-1086 "EDPM" "TCEM" 7
-1085 "EF" "EFTF" 2
-1085 "EF" "EFSS" 2
-1085 "EDPM" "TCEM" 5
-1084 "EF" "EFTF" 0
-1084 "EF" "EFSS" 1
-1084 "EDPM" "TCEM" 4
-1083 "EF" "EFTF" 1
-1083 "EF" "EFSS" 0
-1083 "EDPM" "TCEM" 6
-1082 "EF" "EFTF" 1
-1082 "EF" "EFSS" 1
-1082 "EDPM" "TCEM" 7
-1081 "EF" "EFTF" 1
-1081 "EF" "EFSS" 1
-1081 "EDPM" "TCEM" 2
-1080 "EF" "EFTF" 2
-1080 "EF" "EFSS" 1
-1080 "EDPM" "TCEM" 8
-1079 "EF" "EFTF" 1
-1079 "EF" "EFSS" 0
-1079 "EDPM" "TCEM" 8
-1078 "EF" "EFTF" 0
-1078 "EF" "EFSS" 0
-1078 "EDPM" "TCEM" 3
-1077 "EF" "EFTF" 2
-1077 "EF" "EFSS" 1
-1077 "EDPM" "TCEM" 5
-1076 "EF" "EFTF" 1
-1076 "EF" "EFSS" 0
-1076 "EDPM" "TCEM" 10
-1075 "EF" "EFTF" 1
-1075 "EF" "EFSS" 0
-1075 "EDPM" "TCEM" 7
-1074 "EF" "EFTF" 1
-1074 "EF" "EFSS" 1
-1074 "EDPM" "TCEM" 6
-1073 "EF" "EFTF" 0
-1073 "EF" "EFSS" 0
-1073 "EDPM" "TCEM" 5
-1072 "EF" "EFTF" 0
-1072 "EF" "EFSS" 0
-1072 "EDPM" "TCEM" 6
-1071 "EF" "EFTF" 1
-1071 "EF" "EFSS" 1
-1071 "EDPM" "TCEM" 6
-1070 "EF" "EFTF" 1
-1070 "EF" "EFSS" 0
-1070 "EDPM" "TCEM" 5
-1069 "EF" "EFTF" 0
-1069 "EF" "EFSS" 1
-1069 "EDPM" "TCEM" 4
-1068 "EF" "EFTF" 0
-1068 "EF" "EFSS" 0
-1068 "EDPM" "TCEM" 5
-1067 "EF" "EFTF" 0
-1067 "EF" "EFSS" 0
-1067 "EDPM" "TCEM" 5
-1066 "EF" "EFTF" 1
-1066 "EF" "EFSS" 2
-1066 "EDPM" "TCEM" 6
-1065 "EF" "EFTF" 0
-1065 "EF" "EFSS" 0
-1065 "EDPM" "TCEM" 8
-1064 "EF" "EFTF" 0
-1064 "EF" "EFSS" 0
-1064 "EDPM" "TCEM" 4
-1063 "EF" "EFTF" 0
-1063 "EF" "EFSS" 0
-1063 "EDPM" "TCEM" 5
-1062 "EF" "EFTF" 0
-1062 "EF" "EFSS" 1
-1062 "EDPM" "TCEM" 8
-1061 "EF" "EFTF" 0
-1061 "EF" "EFSS" 0
-1061 "EDPM" "TCEM" 5
-1060 "EF" "EFTF" 0
-1060 "EF" "EFSS" 0
-1060 "EDPM" "TCEM" 5
-1059 "EF" "EFTF" 0
-1059 "EF" "EFSS" 1
-1059 "EDPM" "TCEM" 7
-1058 "EF" "EFTF" 0
-1058 "EF" "EFSS" 1
-1058 "EDPM" "TCEM" 5
-1057 "EF" "EFTF" 0
-1057 "EF" "EFSS" 0
-1057 "EDPM" "TCEM" 3
-1056 "EF" "EFTF" 1
-1056 "EF" "EFSS" 0
-1056 "EDPM" "TCEM" 5
-1055 "EF" "EFTF" 0
-1055 "EF" "EFSS" 0
-1055 "EDPM" "TCEM" 5
-1054 "EF" "EFTF" 1
-1054 "EF" "EFSS" 0
-1054 "EDPM" "TCEM" 4
-1053 "EF" "EFTF" 0
-1053 "EF" "EFSS" 0
-1053 "EDPM" "TCEM" 1
-1052 "EF" "EFTF" 1
-1052 "EF" "EFSS" 1
-1052 "EDPM" "TCEM" 8
-1051 "EF" "EFTF" 0
-1051 "EF" "EFSS" 0
-1051 "EDPM" "TCEM" 8
-1050 "EF" "EFTF" 1
-1050 "EF" "EFSS" 0
-1050 "EDPM" "TCEM" 7
-1049 "EF" "EFTF" 0
-1049 "EF" "EFSS" 0
-1049 "EDPM" "TCEM" 5
-1048 "EF" "EFTF" 0
-1048 "EF" "EFSS" 0
-1048 "EDPM" "TCEM" 4
-1047 "EF" "EFTF" 0
-1047 "EF" "EFSS" 1
-1047 "EDPM" "TCEM" 4
-1046 "EF" "EFTF" 1
-1046 "EF" "EFSS" 1
-1046 "EDPM" "TCEM" 4
-1045 "EF" "EFTF" 0
-1045 "EF" "EFSS" 1
-1045 "EDPM" "TCEM" 3
-1044 "EF" "EFTF" 0
-1044 "EF" "EFSS" 1
-1044 "EDPM" "TCEM" 5
-1043 "EF" "EFTF" 1
-1043 "EF" "EFSS" 1
-1043 "EDPM" "TCEM" 5
-1042 "EF" "EFTF" 0
-1042 "EF" "EFSS" 2
-1042 "EDPM" "TCEM" 5
-1041 "EF" "EFTF" 2
-1041 "EF" "EFSS" 1
-1041 "EDPM" "TCEM" 12
-1040 "EF" "EFTF" 0
-1040 "EF" "EFSS" 0
-1040 "EDPM" "TCEM" 5
-1039 "EF" "EFTF" 3
-1039 "EF" "EFSS" 2
-1039 "EDPM" "TCEM" 10
-1038 "EF" "EFTF" 0
-1038 "EF" "EFSS" 0
-1038 "EDPM" "TCEM" 4
-1037 "EF" "EFTF" 0
-1037 "EF" "EFSS" 0
-1037 "EDPM" "TCEM" 3
-1036 "EF" "EFTF" 1
-1036 "EF" "EFSS" 0
-1036 "EDPM" "TCEM" 2
-1035 "EF" "EFTF" 1
-1035 "EF" "EFSS" 0
