"t" "L1_cat" "L2_cat" "count"
-320 "EDPM" "TCEM" 6
-319 "EDPM" "TCEM" 4
-318 "EDPM" "TCEM" 5
-317 "EDPM" "TCEM" 4
-316 "EDPM" "TCEM" 3
-315 "EDPM" "TCEM" 5
-314 "EDPM" "TCEM" 1
-313 "EDPM" "TCEM" 5
-312 "EDPM" "TCEM" 2
-311 "EDPM" "TCEM" 3
-310 "EDPM" "TCEM" 2
-309 "EDPM" "TCEM" 7
-308 "EDPM" "TCEM" 1
-307 "EDPM" "TCEM" 3
-306 "EDPM" "TCEM" 4
-305 "EDPM" "TCEM" 3
-304 "EDPM" "TCEM" 5
-303 "EDPM" "TCEM" 5
-302 "EDPM" "TCEM" 5
-301 "EDPM" "TCEM" 2
-300 "EDPM" "TCEM" 1
-299 "EDPM" "TCEM" 8
-298 "EDPM" "TCEM" 4
-297 "EDPM" "TCEM" 6
-296 "EDPM" "TCEM" 2
-295 "EDPM" "TCEM" 2
-294 "EDPM" "TCEM" 2
-293 "EDPM" "TCEM" 5
-292 "EDPM" "TCEM" 2
-291 "EDPM" "TCEM" 5
-290 "EDPM" "TCEM" 2
-289 "EDPM" "TCEM" 2
-288 "EDPM" "TCEM" 1
-287 "EDPM" "TCEM" 5
-286 "EDPM" "TCEM" 3
-285 "EDPM" "TCEM" 4
-284 "EDPM" "TCEM" 1
-283 "EDPM" "TCEM" 4
-282 "EDPM" "TCEM" 2
-281 "EDPM" "TCEM" 1
-280 "EDPM" "TCEM" 1
-279 "EDPM" "TCEM" 8
-278 "EDPM" "TCEM" 1
-277 "EDPM" "TCEM" 3
-276 "EDPM" "TCEM" 0
-275 "EDPM" "TCEM" 1
-274 "EDPM" "TCEM" 4
-273 "EDPM" "TCEM" 5
-272 "EDPM" "TCEM" 7
-271 "EDPM" "TCEM" 1
-270 "EDPM" "TCEM" 4
-269 "EDPM" "TCEM" 3
-268 "EDPM" "TCEM" 1
-267 "EDPM" "TCEM" 5
-266 "EDPM" "TCEM" 1
-265 "EDPM" "TCEM" 4
-264 "EDPM" "TCEM" 2
-263 "EDPM" "TCEM" 2
-262 "EDPM" "TCEM" 3
-261 "EDPM" "TCEM" 2
-260 "EDPM" "TCEM" 2
-259 "EDPM" "TCEM" 2
-258 "EDPM" "TCEM" 2
-257 "EDPM" "TCEM" 2
-256 "EDPM" "TCEM" 5
-255 "EDPM" "TCEM" 5
-254 "EDPM" "TCEM" 5
-253 "EDPM" "TCEM" 3
-252 "EDPM" "TCEM" 2
-251 "EDPM" "TCEM" 4
-250 "EDPM" "TCEM" 2
-249 "EDPM" "TCEM" 2
-248 "EDPM" "TCEM" 0
-247 "EDPM" "TCEM" 2
-246 "EDPM" "TCEM" 0
-245 "EDPM" "TCEM" 3
-244 "EDPM" "TCEM" 7
-243 "EDPM" "TCEM" 0
-242 "EDPM" "TCEM" 1
-241 "EDPM" "TCEM" 4
-240 "EDPM" "TCEM" 2
-239 "EDPM" "TCEM" 7
-238 "EDPM" "TCEM" 5
-237 "EDPM" "TCEM" 2
-236 "EDPM" "TCEM" 3
-235 "EDPM" "TCEM" 0
-234 "EDPM" "TCEM" 4
-233 "EDPM" "TCEM" 1
-232 "EDPM" "TCEM" 3
-231 "EDPM" "TCEM" 3
-230 "EDPM" "TCEM" 2
-229 "EDPM" "TCEM" 4
-228 "EDPM" "TCEM" 3
-227 "EDPM" "TCEM" 4
-226 "EDPM" "TCEM" 2
-225 "EDPM" "TCEM" 3
-224 "EDPM" "TCEM" 4
-223 "EDPM" "TCEM" 1
-222 "EDPM" "TCEM" 1
-221 "EDPM" "TCEM" 1
-220 "EDPM" "TCEM" 5
-219 "EDPM" "TCEM" 4
-218 "EDPM" "TCEM" 1
-217 "EDPM" "TCEM" 4
-216 "EDPM" "TCEM" 3
-215 "EDPM" "TCEM" 1
-214 "EDPM" "TCEM" 1
-213 "EDPM" "TCEM" 6
-212 "EDPM" "TCEM" 2
-211 "EDPM" "TCEM" 1
-210 "EDPM" "TCEM" 3
-209 "EDPM" "TCEM" 4
-208 "EDPM" "TCEM" 8
-207 "EDPM" "TCEM" 4
-206 "EDPM" "TCEM" 1
-205 "EDPM" "TCEM" 2
-204 "EDPM" "TCEM" 3
-203 "EDPM" "TCEM" 1
-202 "EDPM" "TCEM" 2
-201 "EDPM" "TCEM" 3
-200 "EDPM" "TCEM" 3
-199 "EDPM" "TCEM" 1
-198 "EDPM" "TCEM" 6
-197 "EDPM" "TCEM" 4
-196 "EDPM" "TCEM" 2
-195 "EDPM" "TCEM" 4
-194 "EDPM" "TCEM" 1
-193 "EDPM" "TCEM" 1
-192 "EDPM" "TCEM" 4
-191 "EDPM" "TCEM" 3
-190 "EDPM" "TCEM" 2
-189 "EDPM" "TCEM" 2
-188 "EDPM" "TCEM" 1
-187 "EDPM" "TCEM" 3
-186 "EDPM" "TCEM" 3
-185 "EDPM" "TCEM" 4
-184 "EDPM" "TCEM" 5
-183 "EDPM" "TCEM" 8
-182 "EDPM" "TCEM" 2
-181 "EDPM" "TCEM" 3
-180 "EDPM" "TCEM" 1
-179 "EDPM" "TCEM" 5
-178 "EDPM" "TCEM" 2
-177 "EDPM" "TCEM" 6
-176 "EDPM" "TCEM" 0
-175 "EDPM" "TCEM" 5
-174 "EDPM" "TCEM" 3
-173 "EDPM" "TCEM" 2
-172 "EDPM" "TCEM" 2
-171 "EDPM" "TCEM" 5
-170 "EDPM" "TCEM" 4
-169 "EDPM" "TCEM" 1
-168 "EDPM" "TCEM" 5
-167 "EDPM" "TCEM" 1
-166 "EDPM" "TCEM" 1
-165 "EDPM" "TCEM" 4
-164 "EDPM" "TCEM" 5
-163 "EDPM" "TCEM" 3
-162 "EDPM" "TCEM" 3
-161 "EDPM" "TCEM" 4
-160 "EDPM" "TCEM" 5
-159 "EDPM" "TCEM" 2
-158 "EDPM" "TCEM" 3
-157 "EDPM" "TCEM" 5
-156 "EDPM" "TCEM" 5
-155 "EDPM" "TCEM" 5
-154 "EDPM" "TCEM" 3
-153 "EDPM" "TCEM" 4
-152 "EDPM" "TCEM" 3
-151 "EDPM" "TCEM" 3
-150 "EDPM" "TCEM" 4
-149 "EDPM" "TCEM" 5
-148 "EDPM" "TCEM" 4
-147 "EDPM" "TCEM" 3
-146 "EDPM" "TCEM" 2
-145 "EDPM" "TCEM" 4
-144 "EDPM" "TCEM" 5
-143 "EDPM" "TCEM" 4
-142 "EDPM" "TCEM" 4
-141 "EDPM" "TCEM" 1
-140 "EDPM" "TCEM" 5
-139 "EDPM" "TCEM" 1
-138 "EDPM" "TCEM" 2
-137 "EDPM" "TCEM" 4
-136 "EDPM" "TCEM" 5
-135 "EDPM" "TCEM" 4
-134 "EDPM" "TCEM" 6
-133 "EDPM" "TCEM" 5
-132 "EDPM" "TCEM" 3
-131 "EDPM" "TCEM" 3
-130 "EDPM" "TCEM" 4
-129 "EDPM" "TCEM" 2
-128 "EDPM" "TCEM" 4
-127 "EDPM" "TCEM" 4
-126 "EDPM" "TCEM" 4
-125 "EDPM" "TCEM" 4
-124 "EDPM" "TCEM" 2
-123 "EDPM" "TCEM" 7
-122 "EDPM" "TCEM" 2
-121 "EDPM" "TCEM" 1
-120 "EDPM" "TCEM" 3
-119 "EDPM" "TCEM" 3
-118 "EDPM" "TCEM" 2
-117 "EDPM" "TCEM" 5
-116 "EDPM" "TCEM" 3
-115 "EDPM" "TCEM" 4
-114 "EDPM" "TCEM" 1
-113 "EDPM" "TCEM" 4
-112 "EDPM" "TCEM" 4
-111 "EDPM" "TCEM" 2
-110 "EDPM" "TCEM" 2
-109 "EDPM" "TCEM" 1
-108 "EDPM" "TCEM" 2
-107 "EDPM" "TCEM" 2
-106 "EDPM" "TCEM" 1
-105 "EDPM" "TCEM" 4
-104 "EDPM" "TCEM" 4
-103 "EDPM" "TCEM" 3
-102 "EDPM" "TCEM" 2
-101 "EDPM" "TCEM" 7
-100 "EDPM" "TCEM" 3
-99 "EDPM" "TCEM" 3
-98 "EDPM" "TCEM" 4
-97 "EDPM" "TCEM" 5
-96 "EDPM" "TCEM" 2
-95 "EDPM" "TCEM" 4
-94 "EDPM" "TCEM" 2
-93 "EDPM" "TCEM" 4
-92 "EDPM" "TCEM" 2
-91 "EDPM" "TCEM" 5
-90 "EDPM" "TCEM" 3
-89 "EDPM" "TCEM" 2
-88 "EDPM" "TCEM" 2
-87 "EDPM" "TCEM" 3
-86 "EDPM" "TCEM" 5
-85 "EDPM" "TCEM" 4
-84 "EDPM" "TCEM" 3
-83 "EDPM" "TCEM" 6
-82 "EDPM" "TCEM" 4
-81 "EDPM" "TCEM" 2
-80 "EDPM" "TCEM" 2
-79 "EDPM" "TCEM" 2
-78 "EDPM" "TCEM" 1
-77 "EDPM" "TCEM" 5
-76 "EDPM" "TCEM" 3
-75 "EDPM" "TCEM" 5
-74 "EDPM" "TCEM" 3
-73 "EDPM" "TCEM" 5
-72 "EDPM" "TCEM" 1
-71 "EDPM" "TCEM" 1
-70 "EDPM" "TCEM" 1
-69 "EDPM" "TCEM" 4
-68 "EDPM" "TCEM" 6
-67 "EDPM" "TCEM" 3
-66 "EDPM" "TCEM" 7
-65 "EDPM" "TCEM" 2
-64 "EDPM" "TCEM" 2
-63 "EDPM" "TCEM" 3
-62 "EDPM" "TCEM" 4
-61 "EDPM" "TCEM" 2
-60 "EDPM" "TCEM" 7
-59 "EDPM" "TCEM" 1
-58 "EDPM" "TCEM" 2
-57 "EDPM" "TCEM" 3
-56 "EDPM" "TCEM" 4
-55 "EDPM" "TCEM" 4
-54 "EDPM" "TCEM" 3
-53 "EDPM" "TCEM" 4
-52 "EDPM" "TCEM" 3
-51 "EDPM" "TCEM" 1
-50 "EDPM" "TCEM" 6
-49 "EDPM" "TCEM" 4
-48 "EDPM" "TCEM" 7
-47 "EDPM" "TCEM" 3
-46 "EDPM" "TCEM" 5
-45 "EDPM" "TCEM" 3
-44 "EDPM" "TCEM" 1
-43 "EDPM" "TCEM" 1
-42 "EDPM" "TCEM" 6
-41 "EDPM" "TCEM" 3
-40 "EDPM" "TCEM" 5
-39 "EDPM" "TCEM" 4
-38 "EDPM" "TCEM" 3
-37 "EDPM" "TCEM" 6
-36 "EDPM" "TCEM" 1
-35 "EDPM" "TCEM" 4
-34 "EDPM" "TCEM" 1
-33 "EDPM" "TCEM" 2
-32 "EDPM" "TCEM" 3
-31 "EDPM" "TCEM" 9
-30 "EDPM" "TCEM" 2
-29 "EDPM" "TCEM" 4
-28 "EDPM" "TCEM" 3
-27 "EDPM" "TCEM" 4
-26 "EDPM" "TCEM" 1
-25 "EDPM" "TCEM" 4
-24 "EDPM" "TCEM" 3
-23 "EDPM" "TCEM" 5
-22 "EDPM" "TCEM" 4
-21 "EDPM" "TCEM" 4
-20 "EDPM" "TCEM" 5
-19 "EDPM" "TCEM" 3
-18 "EDPM" "TCEM" 1
-17 "EDPM" "TCEM" 6
-16 "EDPM" "TCEM" 3
-15 "EDPM" "TCEM" 4
-14 "EDPM" "TCEM" 4
-13 "EDPM" "TCEM" 4
-12 "EDPM" "TCEM" 4
-11 "EDPM" "TCEM" 3
-10 "EDPM" "TCEM" 1
-9 "EDPM" "TCEM" 4
-8 "EDPM" "TCEM" 6
-7 "EDPM" "TCEM" 2
-6 "EDPM" "TCEM" 8
-5 "EDPM" "TCEM" 6
-4 "EDPM" "TCEM" 7
-3 "EDPM" "TCEM" 6
-2 "EDPM" "TCEM" 1
-1 "EDPM" "TCEM" 2
0 "EDPM" "TCEM" 5
1 "EDPM" "TCEM" 2
2 "EDPM" "TCEM" 4
3 "EDPM" "TCEM" 5
4 "EDPM" "TCEM" 2
5 "EDPM" "TCEM" 3
6 "EDPM" "TCEM" 0
7 "EDPM" "TCEM" 4
8 "EDPM" "TCEM" 4
9 "EDPM" "TCEM" 10
10 "EDPM" "TCEM" 6
11 "EDPM" "TCEM" 3
12 "EDPM" "TCEM" 4
13 "EDPM" "TCEM" 2
14 "EDPM" "TCEM" 5
15 "EDPM" "TCEM" 4
16 "EDPM" "TCEM" 5
17 "EDPM" "TCEM" 2
18 "EDPM" "TCEM" 3
19 "EDPM" "TCEM" 4
20 "EDPM" "TCEM" 4
21 "EDPM" "TCEM" 5
22 "EDPM" "TCEM" 7
23 "EDPM" "TCEM" 6
24 "EDPM" "TCEM" 5
25 "EDPM" "TCEM" 5
26 "EDPM" "TCEM" 5
27 "EDPM" "TCEM" 1
28 "EDPM" "TCEM" 3
29 "EDPM" "TCEM" 7
30 "EDPM" "TCEM" 0
31 "EDPM" "TCEM" 9
32 "EDPM" "TCEM" 5
33 "EDPM" "TCEM" 3
34 "EDPM" "TCEM" 1
35 "EDPM" "TCEM" 2
36 "EDPM" "TCEM" 1
37 "EDPM" "TCEM" 6
38 "EDPM" "TCEM" 2
39 "EDPM" "TCEM" 4
40 "EDPM" "TCEM" 7
41 "EDPM" "TCEM" 6
42 "EDPM" "TCEM" 5
43 "EDPM" "TCEM" 5
44 "EDPM" "TCEM" 4
45 "EDPM" "TCEM" 5
46 "EDPM" "TCEM" 5
47 "EDPM" "TCEM" 1
48 "EDPM" "TCEM" 3
49 "EDPM" "TCEM" 0
50 "EDPM" "TCEM" 8
51 "EDPM" "TCEM" 1
52 "EDPM" "TCEM" 2
53 "EDPM" "TCEM" 5
54 "EDPM" "TCEM" 3
55 "EDPM" "TCEM" 3
56 "EDPM" "TCEM" 1
57 "EDPM" "TCEM" 6
58 "EDPM" "TCEM" 1
59 "EDPM" "TCEM" 5
60 "EDPM" "TCEM" 4
61 "EDPM" "TCEM" 4
62 "EDPM" "TCEM" 4
63 "EDPM" "TCEM" 3
64 "EDPM" "TCEM" 5
65 "EDPM" "TCEM" 3
66 "EDPM" "TCEM" 2
67 "EDPM" "TCEM" 6
68 "EDPM" "TCEM" 5
69 "EDPM" "TCEM" 4
70 "EDPM" "TCEM" 6
71 "EDPM" "TCEM" 1
72 "EDPM" "TCEM" 3
73 "EDPM" "TCEM" 4
74 "EDPM" "TCEM" 3
75 "EDPM" "TCEM" 4
76 "EDPM" "TCEM" 2
77 "EDPM" "TCEM" 4
78 "EDPM" "TCEM" 1
79 "EDPM" "TCEM" 1
80 "EDPM" "TCEM" 2
81 "EDPM" "TCEM" 2
82 "EDPM" "TCEM" 4
83 "EDPM" "TCEM" 5
84 "EDPM" "TCEM" 5
85 "EDPM" "TCEM" 3
86 "EDPM" "TCEM" 8
87 "EDPM" "TCEM" 1
88 "EDPM" "TCEM" 9
89 "EDPM" "TCEM" 2
90 "EDPM" "TCEM" 3
91 "EDPM" "TCEM" 3
92 "EDPM" "TCEM" 4
93 "EDPM" "TCEM" 5
94 "EDPM" "TCEM" 6
95 "EDPM" "TCEM" 4
96 "EDPM" "TCEM" 4
97 "EDPM" "TCEM" 3
98 "EDPM" "TCEM" 2
99 "EDPM" "TCEM" 2
100 "EDPM" "TCEM" 3
101 "EDPM" "TCEM" 6
102 "EDPM" "TCEM" 6
103 "EDPM" "TCEM" 3
104 "EDPM" "TCEM" 3
105 "EDPM" "TCEM" 3
106 "EDPM" "TCEM" 10
107 "EDPM" "TCEM" 3
108 "EDPM" "TCEM" 4
109 "EDPM" "TCEM" 3
110 "EDPM" "TCEM" 2
111 "EDPM" "TCEM" 6
112 "EDPM" "TCEM" 7
113 "EDPM" "TCEM" 4
114 "EDPM" "TCEM" 4
115 "EDPM" "TCEM" 4
116 "EDPM" "TCEM" 4
117 "EDPM" "TCEM" 4
118 "EDPM" "TCEM" 3
119 "EDPM" "TCEM" 3
120 "EDPM" "TCEM" 3
121 "EDPM" "TCEM" 4
122 "EDPM" "TCEM" 7
123 "EDPM" "TCEM" 3
124 "EDPM" "TCEM" 3
125 "EDPM" "TCEM" 4
126 "EDPM" "TCEM" 4
127 "EDPM" "TCEM" 2
128 "EDPM" "TCEM" 7
129 "EDPM" "TCEM" 3
130 "EDPM" "TCEM" 2
131 "EDPM" "TCEM" 3
132 "EDPM" "TCEM" 1
133 "EDPM" "TCEM" 3
134 "EDPM" "TCEM" 5
135 "EDPM" "TCEM" 6
136 "EDPM" "TCEM" 4
137 "EDPM" "TCEM" 3
138 "EDPM" "TCEM" 5
139 "EDPM" "TCEM" 3
140 "EDPM" "TCEM" 2
141 "EDPM" "TCEM" 2
142 "EDPM" "TCEM" 4
143 "EDPM" "TCEM" 4
144 "EDPM" "TCEM" 1
145 "EDPM" "TCEM" 7
146 "EDPM" "TCEM" 6
147 "EDPM" "TCEM" 2
148 "EDPM" "TCEM" 5
149 "EDPM" "TCEM" 9
150 "EDPM" "TCEM" 3
151 "EDPM" "TCEM" 8
152 "EDPM" "TCEM" 7
153 "EDPM" "TCEM" 4
154 "EDPM" "TCEM" 6
155 "EDPM" "TCEM" 8
156 "EDPM" "TCEM" 6
157 "EDPM" "TCEM" 6
158 "EDPM" "TCEM" 2
159 "EDPM" "TCEM" 1
160 "EDPM" "TCEM" 5
161 "EDPM" "TCEM" 6
162 "EDPM" "TCEM" 7
163 "EDPM" "TCEM" 10
164 "EDPM" "TCEM" 1
165 "EDPM" "TCEM" 3
166 "EDPM" "TCEM" 6
167 "EDPM" "TCEM" 2
168 "EDPM" "TCEM" 1
169 "EDPM" "TCEM" 3
170 "EDPM" "TCEM" 3
171 "EDPM" "TCEM" 6
172 "EDPM" "TCEM" 4
173 "EDPM" "TCEM" 4
174 "EDPM" "TCEM" 6
175 "EDPM" "TCEM" 3
176 "EDPM" "TCEM" 2
177 "EDPM" "TCEM" 9
178 "EDPM" "TCEM" 4
179 "EDPM" "TCEM" 3
180 "EDPM" "TCEM" 2
181 "EDPM" "TCEM" 2
182 "EDPM" "TCEM" 5
183 "EDPM" "TCEM" 4
184 "EDPM" "TCEM" 7
185 "EDPM" "TCEM" 2
186 "EDPM" "TCEM" 4
187 "EDPM" "TCEM" 7
188 "EDPM" "TCEM" 3
189 "EDPM" "TCEM" 3
190 "EDPM" "TCEM" 8
191 "EDPM" "TCEM" 2
192 "EDPM" "TCEM" 3
193 "EDPM" "TCEM" 2
194 "EDPM" "TCEM" 1
195 "EDPM" "TCEM" 6
196 "EDPM" "TCEM" 3
197 "EDPM" "TCEM" 3
198 "EDPM" "TCEM" 2
199 "EDPM" "TCEM" 2
200 "EDPM" "TCEM" 4
201 "EDPM" "TCEM" 1
202 "EDPM" "TCEM" 3
203 "EDPM" "TCEM" 3
204 "EDPM" "TCEM" 3
205 "EDPM" "TCEM" 2
206 "EDPM" "TCEM" 3
207 "EDPM" "TCEM" 6
208 "EDPM" "TCEM" 2
209 "EDPM" "TCEM" 1
210 "EDPM" "TCEM" 4
211 "EDPM" "TCEM" 0
212 "EDPM" "TCEM" 4
213 "EDPM" "TCEM" 2
214 "EDPM" "TCEM" 7
215 "EDPM" "TCEM" 4
216 "EDPM" "TCEM" 4
217 "EDPM" "TCEM" 3
218 "EDPM" "TCEM" 10
219 "EDPM" "TCEM" 2
220 "EDPM" "TCEM" 2
221 "EDPM" "TCEM" 5
222 "EDPM" "TCEM" 5
223 "EDPM" "TCEM" 1
224 "EDPM" "TCEM" 3
225 "EDPM" "TCEM" 5
226 "EDPM" "TCEM" 1
227 "EDPM" "TCEM" 6
228 "EDPM" "TCEM" 5
229 "EDPM" "TCEM" 5
230 "EDPM" "TCEM" 2
231 "EDPM" "TCEM" 8
232 "EDPM" "TCEM" 6
233 "EDPM" "TCEM" 7
234 "EDPM" "TCEM" 5
235 "EDPM" "TCEM" 4
236 "EDPM" "TCEM" 2
237 "EDPM" "TCEM" 4
238 "EDPM" "TCEM" 1
239 "EDPM" "TCEM" 2
240 "EDPM" "TCEM" 1
241 "EDPM" "TCEM" 7
242 "EDPM" "TCEM" 3
243 "EDPM" "TCEM" 2
244 "EDPM" "TCEM" 1
245 "EDPM" "TCEM" 5
246 "EDPM" "TCEM" 3
247 "EDPM" "TCEM" 3
248 "EDPM" "TCEM" 6
249 "EDPM" "TCEM" 6
250 "EDPM" "TCEM" 2
251 "EDPM" "TCEM" 3
252 "EDPM" "TCEM" 4
253 "EDPM" "TCEM" 3
254 "EDPM" "TCEM" 4
255 "EDPM" "TCEM" 2
256 "EDPM" "TCEM" 9
257 "EDPM" "TCEM" 4
258 "EDPM" "TCEM" 4
259 "EDPM" "TCEM" 2
260 "EDPM" "TCEM" 8
261 "EDPM" "TCEM" 2
262 "EDPM" "TCEM" 3
263 "EDPM" "TCEM" 2
264 "EDPM" "TCEM" 5
265 "EDPM" "TCEM" 6
266 "EDPM" "TCEM" 5
267 "EDPM" "TCEM" 3
268 "EDPM" "TCEM" 4
269 "EDPM" "TCEM" 2
270 "EDPM" "TCEM" 4
271 "EDPM" "TCEM" 4
272 "EDPM" "TCEM" 1
273 "EDPM" "TCEM" 4
274 "EDPM" "TCEM" 2
275 "EDPM" "TCEM" 2
276 "EDPM" "TCEM" 8
277 "EDPM" "TCEM" 7
278 "EDPM" "TCEM" 1
279 "EDPM" "TCEM" 1
280 "EDPM" "TCEM" 2
281 "EDPM" "TCEM" 2
282 "EDPM" "TCEM" 4
283 "EDPM" "TCEM" 3
284 "EDPM" "TCEM" 3
285 "EDPM" "TCEM" 1
286 "EDPM" "TCEM" 3
287 "EDPM" "TCEM" 4
288 "EDPM" "TCEM" 6
289 "EDPM" "TCEM" 6
290 "EDPM" "TCEM" 1
291 "EDPM" "TCEM" 4
292 "EDPM" "TCEM" 3
293 "EDPM" "TCEM" 6
294 "EDPM" "TCEM" 6
295 "EDPM" "TCEM" 5
296 "EDPM" "TCEM" 5
297 "EDPM" "TCEM" 5
298 "EDPM" "TCEM" 2
299 "EDPM" "TCEM" 2
300 "EDPM" "TCEM" 5
301 "EDPM" "TCEM" 2
302 "EDPM" "TCEM" 6
303 "EDPM" "TCEM" 7
304 "EDPM" "TCEM" 5
305 "EDPM" "TCEM" 1
306 "EDPM" "TCEM" 3
307 "EDPM" "TCEM" 3
308 "EDPM" "TCEM" 5
309 "EDPM" "TCEM" 0
310 "EDPM" "TCEM" 6
311 "EDPM" "TCEM" 8
312 "EDPM" "TCEM" 5
313 "EDPM" "TCEM" 1
314 "EDPM" "TCEM" 2
315 "EDPM" "TCEM" 2
316 "EDPM" "TCEM" 3
317 "EDPM" "TCEM" 2
318 "EDPM" "TCEM" 5
319 "EDPM" "TCEM" 2
320 "EDPM" "TCEM" 2
321 "EDPM" "TCEM" 4
322 "EDPM" "TCEM" 5
323 "EDPM" "TCEM" 5
324 "EDPM" "TCEM" 1
325 "EDPM" "TCEM" 5
326 "EDPM" "TCEM" 3
327 "EDPM" "TCEM" 5
328 "EDPM" "TCEM" 5
329 "EDPM" "TCEM" 8
330 "EDPM" "TCEM" 2
331 "EDPM" "TCEM" 2
332 "EDPM" "TCEM" 5
333 "EDPM" "TCEM" 3
334 "EDPM" "TCEM" 5
335 "EDPM" "TCEM" 3
336 "EDPM" "TCEM" 5
337 "EDPM" "TCEM" 5
338 "EDPM" "TCEM" 1
339 "EDPM" "TCEM" 0
340 "EDPM" "TCEM" 4
341 "EDPM" "TCEM" 6
342 "EDPM" "TCEM" 1
343 "EDPM" "TCEM" 3
344 "EDPM" "TCEM" 4
345 "EDPM" "TCEM" 6
346 "EDPM" "TCEM" 1
347 "EDPM" "TCEM" 3
348 "EDPM" "TCEM" 6
349 "EDPM" "TCEM" 3
350 "EDPM" "TCEM" 6
351 "EDPM" "TCEM" 5
352 "EDPM" "TCEM" 3
353 "EDPM" "TCEM" 3
354 "EDPM" "TCEM" 3
355 "EDPM" "TCEM" 3
356 "EDPM" "TCEM" 8
357 "EDPM" "TCEM" 3
358 "EDPM" "TCEM" 3
359 "EDPM" "TCEM" 4
360 "EDPM" "TCEM" 1
361 "EDPM" "TCEM" 6
362 "EDPM" "TCEM" 7
363 "EDPM" "TCEM" 3
364 "EDPM" "TCEM" 5
