"t","L1_cat","L2_cat","counts"
-1231,"EF","EFSS",0
-1231,"EDPM","TCEM",5
-1230,"EF","EFTF",0
-1230,"EF","EFSS",1
-1230,"EDPM","TCEM",1
-1229,"EF","EFTF",0
-1229,"EF","EFSS",0
-1229,"EDPM","TCEM",5
-1228,"EF","EFTF",0
-1228,"EF","EFSS",0
-1228,"EDPM","TCEM",5
-1227,"EF","EFTF",0
-1227,"EF","EFSS",1
-1227,"EDPM","TCEM",1
-1226,"EF","EFTF",0
-1226,"EF","EFSS",0
-1226,"EDPM","TCEM",6
-1225,"EF","EFTF",2
-1225,"EF","EFSS",0
-1225,"EDPM","TCEM",7
-1224,"EF","EFTF",1
-1224,"EF","EFSS",1
-1224,"EDPM","TCEM",9
-1223,"EF","EFTF",1
-1223,"EF","EFSS",2
-1223,"EDPM","TCEM",6
-1222,"EF","EFTF",0
-1222,"EF","EFSS",0
-1222,"EDPM","TCEM",8
-1221,"EF","EFTF",0
-1221,"EF","EFSS",1
-1221,"EDPM","TCEM",5
-1220,"EF","EFTF",0
-1220,"EF","EFSS",0
-1220,"EDPM","TCEM",6
-1219,"EF","EFTF",0
-1219,"EF","EFSS",0
-1219,"EDPM","TCEM",5
-1218,"EF","EFTF",0
-1218,"EF","EFSS",0
-1218,"EDPM","TCEM",6
-1217,"EF","EFTF",2
-1217,"EF","EFSS",2
-1217,"EDPM","TCEM",7
-1216,"EF","EFTF",0
-1216,"EF","EFSS",1
-1216,"EDPM","TCEM",4
-1215,"EF","EFTF",4
-1215,"EF","EFSS",2
-1215,"EDPM","TCEM",4
-1214,"EF","EFTF",0
-1214,"EF","EFSS",0
-1214,"EDPM","TCEM",3
-1213,"EF","EFTF",1
-1213,"EF","EFSS",1
-1213,"EDPM","TCEM",6
-1212,"EF","EFTF",0
-1212,"EF","EFSS",0
-1212,"EDPM","TCEM",5
-1211,"EF","EFTF",0
-1211,"EF","EFSS",0
-1211,"EDPM","TCEM",3
-1210,"EF","EFTF",0
-1210,"EF","EFSS",0
-1210,"EDPM","TCEM",5
-1209,"EF","EFTF",0
-1209,"EF","EFSS",1
-1209,"EDPM","TCEM",10
-1208,"EF","EFTF",0
-1208,"EF","EFSS",1
-1208,"EDPM","TCEM",6
-1207,"EF","EFTF",2
-1207,"EF","EFSS",0
-1207,"EDPM","TCEM",6
-1206,"EF","EFTF",0
-1206,"EF","EFSS",1
-1206,"EDPM","TCEM",7
-1205,"EF","EFTF",1
-1205,"EF","EFSS",1
-1205,"EDPM","TCEM",6
-1204,"EF","EFTF",0
-1204,"EF","EFSS",0
-1204,"EDPM","TCEM",6
-1203,"EF","EFTF",1
-1203,"EF","EFSS",2
-1203,"EDPM","TCEM",9
-1202,"EF","EFTF",0
-1202,"EF","EFSS",0
-1202,"EDPM","TCEM",3
-1201,"EF","EFTF",0
-1201,"EF","EFSS",1
-1201,"EDPM","TCEM",6
-1200,"EF","EFTF",0
-1200,"EF","EFSS",0
-1200,"EDPM","TCEM",6
-1199,"EF","EFTF",0
-1199,"EF","EFSS",0
-1199,"EDPM","TCEM",5
-1198,"EF","EFTF",0
-1198,"EF","EFSS",0
-1198,"EDPM","TCEM",5
-1197,"EF","EFTF",1
-1197,"EF","EFSS",1
-1197,"EDPM","TCEM",6
-1196,"EF","EFTF",0
-1196,"EF","EFSS",0
-1196,"EDPM","TCEM",7
-1195,"EF","EFTF",1
-1195,"EF","EFSS",1
-1195,"EDPM","TCEM",3
-1194,"EF","EFTF",0
-1194,"EF","EFSS",0
-1194,"EDPM","TCEM",3
-1193,"EF","EFTF",0
-1193,"EF","EFSS",0
-1193,"EDPM","TCEM",5
-1192,"EF","EFTF",0
-1192,"EF","EFSS",0
-1192,"EDPM","TCEM",1
-1191,"EF","EFTF",1
-1191,"EF","EFSS",2
-1191,"EDPM","TCEM",9
-1190,"EF","EFTF",1
-1190,"EF","EFSS",1
-1190,"EDPM","TCEM",6
-1189,"EF","EFTF",0
-1189,"EF","EFSS",0
-1189,"EDPM","TCEM",11
-1188,"EF","EFTF",0
-1188,"EF","EFSS",0
-1188,"EDPM","TCEM",5
-1187,"EF","EFTF",0
-1187,"EF","EFSS",1
-1187,"EDPM","TCEM",5
-1186,"EF","EFTF",2
-1186,"EF","EFSS",1
-1186,"EDPM","TCEM",6
-1185,"EF","EFTF",0
-1185,"EF","EFSS",0
-1185,"EDPM","TCEM",3
-1184,"EF","EFTF",0
-1184,"EF","EFSS",0
-1184,"EDPM","TCEM",6
-1183,"EF","EFTF",0
-1183,"EF","EFSS",0
-1183,"EDPM","TCEM",3
-1182,"EF","EFTF",0
-1182,"EF","EFSS",0
-1182,"EDPM","TCEM",5
-1181,"EF","EFTF",0
-1181,"EF","EFSS",0
-1181,"EDPM","TCEM",5
-1180,"EF","EFTF",0
-1180,"EF","EFSS",0
-1180,"EDPM","TCEM",3
-1179,"EF","EFTF",0
-1179,"EF","EFSS",0
-1179,"EDPM","TCEM",6
-1178,"EF","EFTF",0
-1178,"EF","EFSS",1
-1178,"EDPM","TCEM",10
-1177,"EF","EFTF",0
-1177,"EF","EFSS",1
-1177,"EDPM","TCEM",7
-1176,"EF","EFTF",0
-1176,"EF","EFSS",0
-1176,"EDPM","TCEM",10
-1175,"EF","EFTF",0
-1175,"EF","EFSS",0
-1175,"EDPM","TCEM",2
-1174,"EF","EFTF",0
-1174,"EF","EFSS",0
-1174,"EDPM","TCEM",7
-1173,"EF","EFTF",2
-1173,"EF","EFSS",1
-1173,"EDPM","TCEM",4
-1172,"EF","EFTF",0
-1172,"EF","EFSS",1
-1172,"EDPM","TCEM",4
-1171,"EF","EFTF",0
-1171,"EF","EFSS",0
-1171,"EDPM","TCEM",4
-1170,"EF","EFTF",0
-1170,"EF","EFSS",0
-1170,"EDPM","TCEM",9
-1169,"EF","EFTF",0
-1169,"EF","EFSS",0
-1169,"EDPM","TCEM",5
-1168,"EF","EFTF",1
-1168,"EF","EFSS",0
-1168,"EDPM","TCEM",5
-1167,"EF","EFTF",0
-1167,"EF","EFSS",0
-1167,"EDPM","TCEM",2
-1166,"EF","EFTF",1
-1166,"EF","EFSS",0
-1166,"EDPM","TCEM",4
-1165,"EF","EFTF",2
-1165,"EF","EFSS",3
-1165,"EDPM","TCEM",8
-1164,"EF","EFTF",1
-1164,"EF","EFSS",0
-1164,"EDPM","TCEM",8
-1163,"EF","EFTF",0
-1163,"EF","EFSS",0
-1163,"EDPM","TCEM",4
-1162,"EF","EFTF",0
-1162,"EF","EFSS",0
-1162,"EDPM","TCEM",5
-1161,"EF","EFTF",0
-1161,"EF","EFSS",0
-1161,"EDPM","TCEM",7
-1160,"EF","EFTF",0
-1160,"EF","EFSS",1
-1160,"EDPM","TCEM",6
-1159,"EF","EFTF",0
-1159,"EF","EFSS",0
-1159,"EDPM","TCEM",10
-1158,"EF","EFTF",0
-1158,"EF","EFSS",0
-1158,"EDPM","TCEM",5
-1157,"EF","EFTF",0
-1157,"EF","EFSS",1
-1157,"EDPM","TCEM",5
-1156,"EF","EFTF",1
-1156,"EF","EFSS",2
-1156,"EDPM","TCEM",10
-1155,"EF","EFTF",2
-1155,"EF","EFSS",1
-1155,"EDPM","TCEM",8
-1154,"EF","EFTF",0
-1154,"EF","EFSS",0
-1154,"EDPM","TCEM",2
-1153,"EF","EFTF",0
-1153,"EF","EFSS",0
-1153,"EDPM","TCEM",4
-1152,"EF","EFTF",0
-1152,"EF","EFSS",0
-1152,"EDPM","TCEM",5
-1151,"EF","EFTF",0
-1151,"EF","EFSS",0
-1151,"EDPM","TCEM",8
-1150,"EF","EFTF",3
-1150,"EF","EFSS",3
-1150,"EDPM","TCEM",10
-1149,"EF","EFTF",1
-1149,"EF","EFSS",0
-1149,"EDPM","TCEM",6
-1148,"EF","EFTF",1
-1148,"EF","EFSS",1
-1148,"EDPM","TCEM",5
-1147,"EF","EFTF",1
-1147,"EF","EFSS",1
-1147,"EDPM","TCEM",4
-1146,"EF","EFTF",0
-1146,"EF","EFSS",2
-1146,"EDPM","TCEM",6
-1145,"EF","EFTF",1
-1145,"EF","EFSS",1
-1145,"EDPM","TCEM",8
-1144,"EF","EFTF",1
-1144,"EF","EFSS",1
-1144,"EDPM","TCEM",5
-1143,"EF","EFTF",0
-1143,"EF","EFSS",0
-1143,"EDPM","TCEM",9
-1142,"EF","EFTF",0
-1142,"EF","EFSS",0
-1142,"EDPM","TCEM",3
-1141,"EF","EFTF",1
-1141,"EF","EFSS",0
-1141,"EDPM","TCEM",5
-1140,"EF","EFTF",0
-1140,"EF","EFSS",1
-1140,"EDPM","TCEM",5
-1139,"EF","EFTF",0
-1139,"EF","EFSS",0
-1139,"EDPM","TCEM",3
-1138,"EF","EFTF",0
-1138,"EF","EFSS",1
-1138,"EDPM","TCEM",6
-1137,"EF","EFTF",0
-1137,"EF","EFSS",0
-1137,"EDPM","TCEM",4
-1136,"EF","EFTF",0
-1136,"EF","EFSS",1
-1136,"EDPM","TCEM",5
-1135,"EF","EFTF",0
-1135,"EF","EFSS",0
-1135,"EDPM","TCEM",3
-1134,"EF","EFTF",1
-1134,"EF","EFSS",1
-1134,"EDPM","TCEM",6
-1133,"EF","EFTF",1
-1133,"EF","EFSS",0
-1133,"EDPM","TCEM",10
-1132,"EF","EFTF",0
-1132,"EF","EFSS",0
-1132,"EDPM","TCEM",5
-1131,"EF","EFTF",0
-1131,"EF","EFSS",1
-1131,"EDPM","TCEM",8
-1130,"EF","EFTF",1
-1130,"EF","EFSS",0
-1130,"EDPM","TCEM",2
-1129,"EF","EFTF",1
-1129,"EF","EFSS",0
-1129,"EDPM","TCEM",2
-1128,"EF","EFTF",1
-1128,"EF","EFSS",1
-1128,"EDPM","TCEM",8
-1127,"EF","EFTF",1
-1127,"EF","EFSS",1
-1127,"EDPM","TCEM",8
-1126,"EF","EFTF",0
-1126,"EF","EFSS",1
-1126,"EDPM","TCEM",5
-1125,"EF","EFTF",0
-1125,"EF","EFSS",0
-1125,"EDPM","TCEM",4
-1124,"EF","EFTF",1
-1124,"EF","EFSS",0
-1124,"EDPM","TCEM",5
-1123,"EF","EFTF",0
-1123,"EF","EFSS",0
-1123,"EDPM","TCEM",6
-1122,"EF","EFTF",0
-1122,"EF","EFSS",0
-1122,"EDPM","TCEM",8
-1121,"EF","EFTF",0
-1121,"EF","EFSS",2
-1121,"EDPM","TCEM",11
-1120,"EF","EFTF",0
-1120,"EF","EFSS",1
-1120,"EDPM","TCEM",7
-1119,"EF","EFTF",0
-1119,"EF","EFSS",0
-1119,"EDPM","TCEM",4
-1118,"EF","EFTF",0
-1118,"EF","EFSS",0
-1118,"EDPM","TCEM",1
-1117,"EF","EFTF",0
-1117,"EF","EFSS",0
-1117,"EDPM","TCEM",8
-1116,"EF","EFTF",0
-1116,"EF","EFSS",1
-1116,"EDPM","TCEM",6
-1115,"EF","EFTF",0
-1115,"EF","EFSS",0
-1115,"EDPM","TCEM",6
-1114,"EF","EFTF",0
-1114,"EF","EFSS",0
-1114,"EDPM","TCEM",5
-1113,"EF","EFTF",0
-1113,"EF","EFSS",1
-1113,"EDPM","TCEM",8
-1112,"EF","EFTF",0
-1112,"EF","EFSS",0
-1112,"EDPM","TCEM",7
-1111,"EF","EFTF",0
-1111,"EF","EFSS",0
-1111,"EDPM","TCEM",8
-1110,"EF","EFTF",0
-1110,"EF","EFSS",0
-1110,"EDPM","TCEM",5
-1109,"EF","EFTF",0
-1109,"EF","EFSS",1
-1109,"EDPM","TCEM",8
-1108,"EF","EFTF",0
-1108,"EF","EFSS",1
-1108,"EDPM","TCEM",9
-1107,"EF","EFTF",0
-1107,"EF","EFSS",0
-1107,"EDPM","TCEM",2
-1106,"EF","EFTF",0
-1106,"EF","EFSS",0
-1106,"EDPM","TCEM",7
-1105,"EF","EFTF",0
-1105,"EF","EFSS",0
-1105,"EDPM","TCEM",6
-1104,"EF","EFTF",1
-1104,"EF","EFSS",1
-1104,"EDPM","TCEM",12
-1103,"EF","EFTF",0
-1103,"EF","EFSS",0
-1103,"EDPM","TCEM",4
-1102,"EF","EFTF",0
-1102,"EF","EFSS",1
-1102,"EDPM","TCEM",6
-1101,"EF","EFTF",1
-1101,"EF","EFSS",0
-1101,"EDPM","TCEM",11
-1100,"EF","EFTF",0
-1100,"EF","EFSS",0
-1100,"EDPM","TCEM",5
-1099,"EF","EFTF",0
-1099,"EF","EFSS",0
-1099,"EDPM","TCEM",4
-1098,"EF","EFTF",0
-1098,"EF","EFSS",0
-1098,"EDPM","TCEM",6
-1097,"EF","EFTF",0
-1097,"EF","EFSS",1
-1097,"EDPM","TCEM",7
-1096,"EF","EFTF",1
-1096,"EF","EFSS",0
-1096,"EDPM","TCEM",6
-1095,"EF","EFTF",0
-1095,"EF","EFSS",0
-1095,"EDPM","TCEM",8
-1094,"EF","EFTF",0
-1094,"EF","EFSS",0
-1094,"EDPM","TCEM",4
-1093,"EF","EFTF",1
-1093,"EF","EFSS",0
-1093,"EDPM","TCEM",9
-1092,"EF","EFTF",0
-1092,"EF","EFSS",0
-1092,"EDPM","TCEM",9
-1091,"EF","EFTF",1
-1091,"EF","EFSS",0
-1091,"EDPM","TCEM",8
-1090,"EF","EFTF",1
-1090,"EF","EFSS",1
-1090,"EDPM","TCEM",10
-1089,"EF","EFTF",1
-1089,"EF","EFSS",0
-1089,"EDPM","TCEM",4
-1088,"EF","EFTF",1
-1088,"EF","EFSS",1
-1088,"EDPM","TCEM",5
-1087,"EF","EFTF",0
-1087,"EF","EFSS",0
-1087,"EDPM","TCEM",7
-1086,"EF","EFTF",1
-1086,"EF","EFSS",2
-1086,"EDPM","TCEM",6
-1085,"EF","EFTF",1
-1085,"EF","EFSS",0
-1085,"EDPM","TCEM",6
-1084,"EF","EFTF",2
-1084,"EF","EFSS",1
-1084,"EDPM","TCEM",8
-1083,"EF","EFTF",1
-1083,"EF","EFSS",2
-1083,"EDPM","TCEM",8
-1082,"EF","EFTF",0
-1082,"EF","EFSS",0
-1082,"EDPM","TCEM",6
-1081,"EF","EFTF",0
-1081,"EF","EFSS",1
-1081,"EDPM","TCEM",2
-1080,"EF","EFTF",0
-1080,"EF","EFSS",0
-1080,"EDPM","TCEM",8
-1079,"EF","EFTF",0
-1079,"EF","EFSS",0
-1079,"EDPM","TCEM",3
-1078,"EF","EFTF",1
-1078,"EF","EFSS",0
-1078,"EDPM","TCEM",6
-1077,"EF","EFTF",0
-1077,"EF","EFSS",0
-1077,"EDPM","TCEM",10
-1076,"EF","EFTF",1
-1076,"EF","EFSS",1
-1076,"EDPM","TCEM",9
-1075,"EF","EFTF",0
-1075,"EF","EFSS",0
-1075,"EDPM","TCEM",1
-1074,"EF","EFTF",2
-1074,"EF","EFSS",1
-1074,"EDPM","TCEM",10
-1073,"EF","EFTF",0
-1073,"EF","EFSS",1
-1073,"EDPM","TCEM",4
-1072,"EF","EFTF",1
-1072,"EF","EFSS",1
-1072,"EDPM","TCEM",6
-1071,"EF","EFTF",0
-1071,"EF","EFSS",0
-1071,"EDPM","TCEM",2
-1070,"EF","EFTF",0
-1070,"EF","EFSS",0
-1070,"EDPM","TCEM",6
-1069,"EF","EFTF",0
-1069,"EF","EFSS",0
-1069,"EDPM","TCEM",2
-1068,"EF","EFTF",0
-1068,"EF","EFSS",2
-1068,"EDPM","TCEM",6
-1067,"EF","EFTF",0
-1067,"EF","EFSS",0
-1067,"EDPM","TCEM",6
-1066,"EF","EFTF",2
-1066,"EF","EFSS",1
-1066,"EDPM","TCEM",4
-1065,"EF","EFTF",0
-1065,"EF","EFSS",0
-1065,"EDPM","TCEM",6
-1064,"EF","EFTF",2
-1064,"EF","EFSS",1
-1064,"EDPM","TCEM",8
-1063,"EF","EFTF",1
-1063,"EF","EFSS",1
-1063,"EDPM","TCEM",3
-1062,"EF","EFTF",1
-1062,"EF","EFSS",0
-1062,"EDPM","TCEM",5
-1061,"EF","EFTF",1
-1061,"EF","EFSS",1
-1061,"EDPM","TCEM",8
-1060,"EF","EFTF",0
-1060,"EF","EFSS",0
-1060,"EDPM","TCEM",3
-1059,"EF","EFTF",0
-1059,"EF","EFSS",2
-1059,"EDPM","TCEM",8
-1058,"EF","EFTF",1
-1058,"EF","EFSS",1
-1058,"EDPM","TCEM",9
-1057,"EF","EFTF",1
-1057,"EF","EFSS",1
-1057,"EDPM","TCEM",6
-1056,"EF","EFTF",0
-1056,"EF","EFSS",0
-1056,"EDPM","TCEM",2
-1055,"EF","EFTF",0
-1055,"EF","EFSS",1
-1055,"EDPM","TCEM",7
-1054,"EF","EFTF",1
-1054,"EF","EFSS",1
-1054,"EDPM","TCEM",10
-1053,"EF","EFTF",0
-1053,"EF","EFSS",0
-1053,"EDPM","TCEM",4
-1052,"EF","EFTF",0
-1052,"EF","EFSS",0
-1052,"EDPM","TCEM",5
-1051,"EF","EFTF",0
-1051,"EF","EFSS",0
-1051,"EDPM","TCEM",6
-1050,"EF","EFTF",1
-1050,"EF","EFSS",0
-1050,"EDPM","TCEM",9
-1049,"EF","EFTF",0
-1049,"EF","EFSS",0
-1049,"EDPM","TCEM",5
-1048,"EF","EFTF",0
-1048,"EF","EFSS",0
-1048,"EDPM","TCEM",6
-1047,"EF","EFTF",0
-1047,"EF","EFSS",1
-1047,"EDPM","TCEM",7
-1046,"EF","EFTF",1
-1046,"EF","EFSS",1
-1046,"EDPM","TCEM",7
-1045,"EF","EFTF",0
-1045,"EF","EFSS",0
-1045,"EDPM","TCEM",5
-1044,"EF","EFTF",0
-1044,"EF","EFSS",0
-1044,"EDPM","TCEM",10
-1043,"EF","EFTF",0
-1043,"EF","EFSS",0
-1043,"EDPM","TCEM",7
-1042,"EF","EFTF",0
-1042,"EF","EFSS",3
-1042,"EDPM","TCEM",8
-1041,"EF","EFTF",0
-1041,"EF","EFSS",2
-1041,"EDPM","TCEM",6
-1040,"EF","EFTF",1
-1040,"EF","EFSS",1
-1040,"EDPM","TCEM",2
-1039,"EF","EFTF",1
-1039,"EF","EFSS",0
-1039,"EDPM","TCEM",2
-1038,"EF","EFTF",0
-1038,"EF","EFSS",0
-1038,"EDPM","TCEM",6
-1037,"EF","EFTF",0
-1037,"EF","EFSS",0
-1037,"EDPM","TCEM",6
-1036,"EF","EFTF",0
-1036,"EF","EFSS",0
-1036,"EDPM","TCEM",9
-1035,"EF","EFTF",2
-1035,"EF","EFSS",1
-1035,"EDPM","TCEM",9
-1034,"EF","EFTF",1
-1034,"EF","EFSS",1
-1034,"EDPM","TCEM",5
-1033,"EF","EFTF",0
-1033,"EF","EFSS",1
-1033,"EDPM","TCEM",6
-1032,"EF","EFTF",0
-1032,"EF","EFSS",1
-1032,"EDPM","TCEM",7
-1031,"EF","EFTF",0
-1031,"EF","EFSS",0
-1031,"EDPM","TCEM",4
-1030,"EF","EFTF",3
-1030,"EF","EFSS",1
-1030,"EDPM","TCEM",4
-1029,"EF","EFTF",0
-1029,"EF","EFSS",0
-1029,"EDPM","TCEM",5
-1028,"EF","EFTF",0
-1028,"EF","EFSS",0
-1028,"EDPM","TCEM",5
-1027,"EF","EFTF",1
-1027,"EF","EFSS",1
-1027,"EDPM","TCEM",5
-1026,"EF","EFTF",0
-1026,"EF","EFSS",0
-1026,"EDPM","TCEM",7
-1025,"EF","EFTF",1
-1025,"EF","EFSS",0
-1025,"EDPM","TCEM",5
-1024,"EF","EFTF",0
-1024,"EF","EFSS",0
-1024,"EDPM","TCEM",3
-1023,"EF","EFTF",0
-1023,"EF","EFSS",1
-1023,"EDPM","TCEM",11
-1022,"EF","EFTF",0
-1022,"EF","EFSS",0
-1022,"EDPM","TCEM",9
-1021,"EF","EFTF",2
-1021,"EF","EFSS",0
-1021,"EDPM","TCEM",13
-1020,"EF","EFTF",0
-1020,"EF","EFSS",0
-1020,"EDPM","TCEM",5
-1019,"EF","EFTF",0
-1019,"EF","EFSS",0
-1019,"EDPM","TCEM",3
-1018,"EF","EFTF",0
-1018,"EF","EFSS",0
-1018,"EDPM","TCEM",9
-1017,"EF","EFTF",0
-1017,"EF","EFSS",1
-1017,"EDPM","TCEM",9
-1016,"EF","EFTF",1
-1016,"EF","EFSS",3
-1016,"EDPM","TCEM",6
-1015,"EF","EFTF",2
-1015,"EF","EFSS",0
-1015,"EDPM","TCEM",5
-1014,"EF","EFTF",1
-1014,"EF","EFSS",2
-1014,"EDPM","TCEM",7
-1013,"EF","EFTF",0
-1013,"EF","EFSS",0
-1013,"EDPM","TCEM",3
-1012,"EF","EFTF",2
-1012,"EF","EFSS",0
-1012,"EDPM","TCEM",8
-1011,"EF","EFTF",1
-1011,"EF","EFSS",0
-1011,"EDPM","TCEM",3
-1010,"EF","EFTF",0
-1010,"EF","EFSS",0
-1010,"EDPM","TCEM",3
-1009,"EF","EFTF",0
-1009,"EF","EFSS",0
-1009,"EDPM","TCEM",4
-1008,"EF","EFTF",2
-1008,"EF","EFSS",1
-1008,"EDPM","TCEM",8
-1007,"EF","EFTF",0
-1007,"EF","EFSS",0
-1007,"EDPM","TCEM",5
-1006,"EF","EFTF",0
-1006,"EF","EFSS",1
-1006,"EDPM","TCEM",8
-1005,"EF","EFTF",0
-1005,"EF","EFSS",0
-1005,"EDPM","TCEM",4
-1004,"EF","EFTF",0
-1004,"EF","EFSS",0
-1004,"EDPM","TCEM",5
-1003,"EF","EFTF",0
-1003,"EF","EFSS",1
-1003,"EDPM","TCEM",6
-1002,"EF","EFTF",0
-1002,"EF","EFSS",0
-1002,"EDPM","TCEM",7
-1001,"EF","EFTF",1
-1001,"EF","EFSS",0
-1001,"EDPM","TCEM",7
-1000,"EF","EFTF",0
-1000,"EF","EFSS",0
-1000,"EDPM","TCEM",13
-999,"EF","EFTF",2
-999,"EF","EFSS",1
-999,"EDPM","TCEM",8
-998,"EF","EFTF",1
-998,"EF","EFSS",1
-998,"EDPM","TCEM",9
-997,"EF","EFTF",0
-997,"EF","EFSS",0
-997,"EDPM","TCEM",0
-996,"EF","EFTF",1
-996,"EF","EFSS",0
-996,"EDPM","TCEM",10
-995,"EF","EFTF",1
-995,"EF","EFSS",0
-995,"EDPM","TCEM",8
-994,"EF","EFTF",1
-994,"EF","EFSS",1
-994,"EDPM","TCEM",6
-993,"EF","EFTF",0
-993,"EF","EFSS",0
-993,"EDPM","TCEM",2
-992,"EF","EFTF",0
-992,"EF","EFSS",0
-992,"EDPM","TCEM",2
-991,"EF","EFTF",0
-991,"EF","EFSS",1
-991,"EDPM","TCEM",1
-990,"EF","EFTF",0
-990,"EF","EFSS",0
-990,"EDPM","TCEM",5
-989,"EF","EFTF",0
-989,"EF","EFSS",0
-989,"EDPM","TCEM",7
-988,"EF","EFTF",0
-988,"EF","EFSS",0
-988,"EDPM","TCEM",6
-987,"EF","EFTF",0
-987,"EF","EFSS",1
-987,"EDPM","TCEM",5
-986,"EF","EFTF",0
-986,"EF","EFSS",0
-986,"EDPM","TCEM",4
-985,"EF","EFTF",0
-985,"EF","EFSS",0
-985,"EDPM","TCEM",8
-984,"EF","EFTF",1
-984,"EF","EFSS",1
-984,"EDPM","TCEM",5
-983,"EF","EFTF",1
-983,"EF","EFSS",1
-983,"EDPM","TCEM",4
-982,"EF","EFTF",1
-982,"EF","EFSS",2
-982,"EDPM","TCEM",5
-981,"EF","EFTF",0
-981,"EF","EFSS",0
-981,"EDPM","TCEM",4
-980,"EF","EFTF",1
-980,"EF","EFSS",1
-980,"EDPM","TCEM",9
-979,"EF","EFTF",0
-979,"EF","EFSS",0
-979,"EDPM","TCEM",4
-978,"EF","EFTF",1
-978,"EF","EFSS",0
-978,"EDPM","TCEM",6
-977,"EF","EFTF",1
-977,"EF","EFSS",0
-977,"EDPM","TCEM",10
-976,"EF","EFTF",0
-976,"EF","EFSS",0
-976,"EDPM","TCEM",7
-975,"EF","EFTF",0
-975,"EF","EFSS",0
-975,"EDPM","TCEM",6
-974,"EF","EFTF",0
-974,"EF","EFSS",0
-974,"EDPM","TCEM",8
-973,"EF","EFTF",0
-973,"EF","EFSS",0
-973,"EDPM","TCEM",6
-972,"EF","EFTF",0
-972,"EF","EFSS",0
-972,"EDPM","TCEM",8
-971,"EF","EFTF",1
-971,"EF","EFSS",0
-971,"EDPM","TCEM",8
-970,"EF","EFTF",0
-970,"EF","EFSS",0
-970,"EDPM","TCEM",2
-969,"EF","EFTF",1
-969,"EF","EFSS",3
-969,"EDPM","TCEM",6
-968,"EF","EFTF",0
-968,"EF","EFSS",0
-968,"EDPM","TCEM",7
-967,"EF","EFTF",0
-967,"EF","EFSS",0
-967,"EDPM","TCEM",5
-966,"EF","EFTF",1
-966,"EF","EFSS",1
-966,"EDPM","TCEM",7
-965,"EF","EFTF",0
-965,"EF","EFSS",0
-965,"EDPM","TCEM",4
-964,"EF","EFTF",2
-964,"EF","EFSS",2
-964,"EDPM","TCEM",8
-963,"EF","EFTF",1
-963,"EF","EFSS",0
-963,"EDPM","TCEM",6
-962,"EF","EFTF",0
-962,"EF","EFSS",0
-962,"EDPM","TCEM",6
-961,"EF","EFTF",1
-961,"EF","EFSS",2
-961,"EDPM","TCEM",2
-960,"EF","EFTF",0
-960,"EF","EFSS",0
-960,"EDPM","TCEM",6
-959,"EF","EFTF",1
-959,"EF","EFSS",1
-959,"EDPM","TCEM",7
-958,"EF","EFTF",0
-958,"EF","EFSS",0
-958,"EDPM","TCEM",4
-957,"EF","EFTF",0
-957,"EF","EFSS",0
-957,"EDPM","TCEM",6
-956,"EF","EFTF",1
-956,"EF","EFSS",2
-956,"EDPM","TCEM",7
-955,"EF","EFTF",1
-955,"EF","EFSS",2
-955,"EDPM","TCEM",8
-954,"EF","EFTF",0
-954,"EF","EFSS",0
-954,"EDPM","TCEM",6
-953,"EF","EFTF",0
-953,"EF","EFSS",0
-953,"EDPM","TCEM",6
-952,"EF","EFTF",0
-952,"EF","EFSS",0
-952,"EDPM","TCEM",6
-951,"EF","EFTF",1
-951,"EF","EFSS",2
-951,"EDPM","TCEM",7
-950,"EF","EFTF",0
-950,"EF","EFSS",0
-950,"EDPM","TCEM",4
-949,"EF","EFTF",2
-949,"EF","EFSS",0
-949,"EDPM","TCEM",6
-948,"EF","EFTF",0
-948,"EF","EFSS",2
-948,"EDPM","TCEM",7
-947,"EF","EFTF",0
-947,"EF","EFSS",0
-947,"EDPM","TCEM",3
-946,"EF","EFTF",0
-946,"EF","EFSS",0
-946,"EDPM","TCEM",9
-945,"EF","EFTF",1
-945,"EF","EFSS",1
-945,"EDPM","TCEM",7
-944,"EF","EFTF",0
-944,"EF","EFSS",0
-944,"EDPM","TCEM",2
-943,"EF","EFTF",1
-943,"EF","EFSS",1
-943,"EDPM","TCEM",6
-942,"EF","EFTF",1
-942,"EF","EFSS",1
-942,"EDPM","TCEM",8
-941,"EF","EFTF",0
-941,"EF","EFSS",0
-941,"EDPM","TCEM",9
-940,"EF","EFTF",1
-940,"EF","EFSS",1
-940,"EDPM","TCEM",7
-939,"EF","EFTF",2
-939,"EF","EFSS",0
-939,"EDPM","TCEM",5
-938,"EF","EFTF",2
-938,"EF","EFSS",1
-938,"EDPM","TCEM",8
-937,"EF","EFTF",1
-937,"EF","EFSS",0
-937,"EDPM","TCEM",5
-936,"EF","EFTF",1
-936,"EF","EFSS",1
-936,"EDPM","TCEM",8
-935,"EF","EFTF",0
-935,"EF","EFSS",0
-935,"EDPM","TCEM",2
-934,"EF","EFTF",0
-934,"EF","EFSS",0
-934,"EDPM","TCEM",1
-933,"EF","EFTF",2
-933,"EF","EFSS",2
-933,"EDPM","TCEM",13
-932,"EF","EFTF",0
-932,"EF","EFSS",0
-932,"EDPM","TCEM",4
-931,"EF","EFTF",2
-931,"EF","EFSS",2
-931,"EDPM","TCEM",5
-930,"EF","EFTF",0
-930,"EF","EFSS",0
-930,"EDPM","TCEM",3
